loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,issue_d,loan_status,purpose,addr_state,dti,pub_rec,pub_rec_bankruptcies,issue_year,loan_amnt_ctg,funded_amnt_inv_ctg,annual_inc_ctg
15000,15000,15000.0,36,17.2,536.81,D,D3,8,RENT,75000.0,Dec-11,Charged Off,debt_consolidation,CA,16.03,0,0.0,11,3,3,7
35000,35000,35000.0,36,10.6,1140.07,B,B2,2,MORTGAGE,168000.0,Dec-11,Fully Paid,debt_consolidation,TX,3.17,0,0.0,11,7,7,16
9000,9000,9000.0,36,10.6,293.16,B,B2,9,MORTGAGE,74000.0,Dec-11,Fully Paid,credit_card,SD,8.89,0,0.0,11,1,1,7
22475,22475,22425.0,60,15.2,537.87,C,C4,7,MORTGAGE,52000.0,Dec-11,Fully Paid,debt_consolidation,NH,15.23,0,0.0,11,4,4,5
16000,16000,16000.0,36,12.6,536.72,B,B5,1,RENT,58500.0,Dec-11,Charged Off,debt_consolidation,IL,20.64,0,0.0,11,3,3,5
13500,13500,13500.0,36,12.6,452.86,B,B5,5,RENT,71000.0,Dec-11,Fully Paid,debt_consolidation,VA,11.97,0,0.0,11,2,2,7
24000,24000,24000.0,36,12.6,805.08,B,B5,10,RENT,75000.0,Dec-11,Fully Paid,debt_consolidation,WA,11.6,0,0.0,11,4,4,7
12000,12000,12000.0,36,10.6,390.88,B,B2,5,RENT,60000.0,Dec-11,Fully Paid,credit_card,CA,10.84,0,0.0,11,2,2,6
8400,8400,8150.0,60,16.7,207.73,D,D2,5,RENT,87996.0,Dec-11,Fully Paid,major_purchase,NY,11.35,0,0.0,11,1,1,8
28000,28000,27975.0,60,17.5,704.64,D,D4,5,MORTGAGE,140000.0,Dec-11,Fully Paid,home_improvement,NC,12.07,0,0.0,11,5,5,14
14000,14000,14000.0,36,6.6,429.86,A,A2,10,RENT,66000.0,Dec-11,Fully Paid,debt_consolidation,VA,11.15,0,0.0,11,2,2,6
12000,12000,12000.0,36,14.2,411.71,C,C2,8,MORTGAGE,70000.0,Dec-11,Charged Off,other,NY,8.4,0,0.0,11,2,2,7
25000,25000,25000.0,36,11.7,826.9,B,B3,10,MORTGAGE,100000.0,Dec-11,Fully Paid,debt_consolidation,RI,6.88,0,0.0,11,5,5,10
9000,9000,9000.0,36,12.6,301.91,B,B5,5,RENT,50000.0,Dec-11,Fully Paid,debt_consolidation,NY,17.81,0,0.0,11,1,1,5
13250,13250,13250.0,36,10.6,431.6,B,B2,4,RENT,35000.0,Dec-11,Fully Paid,debt_consolidation,OH,24.93,0,0.0,11,2,2,3
20000,20000,20000.0,36,13.4,678.61,C,C1,6,RENT,75000.0,Dec-11,Fully Paid,debt_consolidation,CA,22.38,0,0.0,11,4,4,7
3000,3000,3000.0,36,14.6,103.49,C,C3,5,RENT,71000.0,Dec-11,Fully Paid,medical,WI,21.84,0,0.0,11,0,0,7
7350,7350,7350.0,36,10.6,239.42,B,B2,10,MORTGAGE,48000.0,Dec-11,Fully Paid,debt_consolidation,AR,11.93,0,0.0,11,1,1,4
11500,11500,11500.0,36,15.2,400.18,C,C4,5,RENT,36000.0,Dec-11,Fully Paid,debt_consolidation,FL,21.1,0,0.0,11,2,2,3
13650,13650,13650.0,36,12.4,456.12,B,B4,10,MORTGAGE,86000.0,Dec-11,Charged Off,debt_consolidation,CA,12.29,0,0.0,11,2,2,8
10500,10500,10500.0,36,16.2,370.66,D,D1,3,RENT,30000.0,Dec-11,Charged Off,debt_consolidation,CA,15.0,0,0.0,11,2,2,3
12000,12000,11975.0,36,9.9,386.7,B,B1,2,RENT,60000.0,Dec-11,Fully Paid,debt_consolidation,CA,15.5,0,0.0,11,2,2,6
6000,6000,6000.0,36,8.9,190.52,A,A5,3,RENT,34000.0,Dec-11,Fully Paid,credit_card,OH,14.51,0,0.0,11,1,1,3
11500,11500,11500.0,36,15.2,400.18,C,C4,10,MORTGAGE,44200.0,Dec-11,Fully Paid,credit_card,CA,21.69,0,0.0,11,2,2,4
7000,7000,7000.0,36,12.4,233.91,B,B4,7,MORTGAGE,82000.0,Dec-11,Fully Paid,debt_consolidation,MD,12.0,0,0.0,11,1,1,8
29500,29500,28513.45925,60,20.3,786.51,E,E5,6,MORTGAGE,83000.0,Dec-11,Fully Paid,debt_consolidation,NM,20.93,0,0.0,11,5,5,8
2000,2000,2000.0,36,15.2,69.6,C,C4,2,RENT,41000.0,Dec-11,Fully Paid,moving,TX,17.74,0,0.0,11,0,0,4
11625,11625,11625.0,36,13.4,394.45,C,C1,1,MORTGAGE,36000.0,Dec-11,Fully Paid,credit_card,KS,19.33,0,0.0,11,2,2,3
15075,15075,15075.0,36,14.2,517.21,C,C2,10,RENT,35000.0,Dec-11,Charged Off,debt_consolidation,TX,20.16,0,0.0,11,3,3,3
5300,5300,5300.0,36,15.2,184.43,C,C4,1,RENT,30000.0,Dec-11,Fully Paid,credit_card,CT,24.88,0,0.0,11,1,1,3
8200,8200,8200.0,36,6.6,251.77,A,A2,1,RENT,40000.0,Dec-11,Fully Paid,home_improvement,PA,11.1,0,0.0,11,1,1,4
12000,12000,12000.0,36,12.4,400.99,B,B4,9,MORTGAGE,105000.0,Dec-11,Fully Paid,credit_card,TX,13.98,0,0.0,11,2,2,10
8650,8650,8650.0,36,14.2,296.78,C,C2,4,MORTGAGE,45000.0,Dec-11,Fully Paid,credit_card,FL,7.6,0,0.0,11,1,1,4
12000,12000,11975.0,36,12.4,400.99,B,B4,2,RENT,83000.0,Dec-11,Fully Paid,debt_consolidation,CA,11.81,0,0.0,11,2,2,8
9500,9500,9500.0,36,12.6,318.68,B,B5,1,MORTGAGE,52500.0,Dec-11,Charged Off,moving,CA,23.54,0,0.0,11,1,1,5
7400,7400,7400.0,36,13.4,251.09,C,C1,1,OWN,25000.0,Dec-11,Fully Paid,debt_consolidation,AZ,8.45,0,0.0,11,1,1,2
14400,14400,14400.0,36,13.4,488.6,C,C1,10,MORTGAGE,60000.0,Dec-11,Fully Paid,debt_consolidation,FL,16.92,0,0.0,11,2,2,6
24250,18100,18075.0,60,23.9,519.76,G,G4,7,MORTGAGE,120000.0,Dec-11,Fully Paid,debt_consolidation,AZ,12.96,0,0.0,11,4,3,12
7200,7200,7200.0,36,7.9,225.29,A,A4,3,RENT,68000.0,Dec-11,Charged Off,debt_consolidation,GA,7.98,0,0.0,11,1,1,6
26000,26000,25975.0,60,16.7,642.96,D,D2,10,MORTGAGE,53000.0,Dec-11,Charged Off,home_improvement,NC,11.77,0,0.0,11,5,5,5
7000,7000,6975.0,60,11.7,154.69,B,B3,6,MORTGAGE,69600.0,Dec-11,Charged Off,credit_card,WA,26.22,0,0.0,11,1,1,6
4000,4000,4000.0,36,7.5,124.45,A,A3,1,RENT,65000.0,Dec-11,Fully Paid,major_purchase,CA,18.17,0,0.0,11,0,0,6
1500,1500,1500.0,36,17.2,53.69,D,D3,10,MORTGAGE,144000.0,Dec-11,Fully Paid,debt_consolidation,CA,8.23,0,0.0,11,0,0,14
19600,19600,19600.0,36,12.4,654.94,B,B4,2,RENT,75000.0,Dec-11,Fully Paid,credit_card,NY,11.62,0,0.0,11,3,3,7
2500,2500,2500.0,36,11.7,82.69,B,B3,7,MORTGAGE,29000.0,Dec-11,Fully Paid,debt_consolidation,AZ,18.7,0,0.0,11,0,0,2
10000,10000,10000.0,36,12.6,335.45,B,B5,2,RENT,70000.0,Dec-11,Charged Off,credit_card,CA,2.69,0,0.0,11,2,2,7
10000,10000,10000.0,36,6.6,307.04,A,A2,5,RENT,45000.0,Dec-11,Fully Paid,credit_card,OH,26.85,0,0.0,11,2,2,4
4225,4225,4225.0,36,12.4,141.18,B,B4,5,MORTGAGE,55200.0,Dec-11,Fully Paid,other,WA,17.61,0,0.0,11,0,0,5
3500,3500,3500.0,36,7.9,109.52,A,A4,7,MORTGAGE,61440.0,Dec-11,Fully Paid,vacation,CA,6.46,0,0.0,11,0,0,6
12000,12000,12000.0,36,6.6,368.45,A,A2,10,MORTGAGE,56000.0,Dec-11,Fully Paid,debt_consolidation,FL,13.65,0,0.0,11,2,2,5
16500,16500,16500.0,36,8.9,523.93,A,A5,1,RENT,47000.0,Dec-11,Fully Paid,debt_consolidation,IL,9.06,0,0.0,11,3,3,4
22000,22000,21975.0,60,21.6,603.5,F,F3,1,RENT,55000.0,Dec-11,Fully Paid,debt_consolidation,WA,15.62,0,0.0,11,4,4,5
12000,12000,12000.0,36,14.6,413.94,C,C3,1,RENT,71000.0,Dec-11,Fully Paid,credit_card,KS,14.87,0,0.0,11,2,2,7
15600,15600,15600.0,60,12.6,352.48,B,B5,10,RENT,50000.0,Dec-11,Charged Off,vacation,NY,5.78,0,0.0,11,3,3,5
10800,10800,10800.0,36,12.4,360.89,B,B4,8,RENT,135000.0,Dec-11,Fully Paid,credit_card,CA,12.12,0,0.0,11,2,2,13
14000,14000,14000.0,36,12.4,467.82,B,B4,10,MORTGAGE,63000.0,Dec-11,Fully Paid,credit_card,GA,7.35,0,0.0,11,2,2,6
6000,6000,6000.0,36,13.4,203.59,C,C1,5,MORTGAGE,50000.0,Dec-11,Fully Paid,debt_consolidation,NM,15.58,0,0.0,11,1,1,5
12000,12000,12000.0,36,9.9,386.7,B,B1,5,RENT,80000.0,Dec-11,Fully Paid,debt_consolidation,TX,14.83,0,0.0,11,2,2,8
10000,10000,10000.0,36,12.4,334.16,B,B4,4,RENT,45000.0,Dec-11,Fully Paid,debt_consolidation,WA,10.45,0,0.0,11,2,2,4
8000,8000,8000.0,36,7.9,250.33,A,A4,2,RENT,78000.0,Dec-11,Fully Paid,vacation,NY,6.09,0,0.0,11,1,1,7
14125,14125,14125.0,36,9.9,455.18,B,B1,1,RENT,33000.0,Dec-11,Fully Paid,debt_consolidation,OR,23.13,0,0.0,11,2,2,3
14000,14000,14000.0,36,12.6,469.63,B,B5,5,RENT,62800.0,Dec-11,Fully Paid,debt_consolidation,WA,19.24,0,0.0,11,2,2,6
13200,8975,8975.0,60,17.2,224.36,D,D3,3,RENT,26400.0,Dec-11,Fully Paid,small_business,TX,9.64,0,0.0,11,2,1,2
4000,4000,4000.0,36,19.0,146.69,E,E2,10,MORTGAGE,80000.0,Dec-11,Fully Paid,vacation,NC,20.59,0,0.0,11,0,0,8
4000,4000,4000.0,36,12.6,134.18,B,B5,2,RENT,25000.0,Dec-11,Charged Off,debt_consolidation,CO,6.86,0,0.0,11,0,0,2
10500,10500,10500.0,36,6.0,319.58,A,A1,10,MORTGAGE,65000.0,Dec-11,Fully Paid,debt_consolidation,TX,10.36,0,0.0,11,2,2,6
5500,5500,5500.0,36,7.9,172.1,A,A4,10,OWN,59000.0,Dec-11,Fully Paid,car,PA,6.65,1,0.0,11,1,1,5
7350,7350,7350.0,36,11.7,243.11,B,B3,1,RENT,33000.0,Dec-11,Fully Paid,debt_consolidation,CA,22.51,0,0.0,11,1,1,3
10000,10000,10000.0,36,12.4,334.16,B,B4,10,RENT,39000.0,Dec-11,Charged Off,credit_card,MO,18.31,0,0.0,11,2,2,3
12000,12000,12000.0,36,7.5,373.33,A,A3,10,RENT,42000.0,Dec-11,Fully Paid,debt_consolidation,OH,10.74,0,0.0,11,2,2,4
5000,5000,5000.0,60,11.7,110.5,B,B3,5,MORTGAGE,38004.0,Dec-11,Fully Paid,home_improvement,MI,23.78,0,0.0,11,1,1,3
8000,8000,8000.0,60,11.7,176.79,B,B3,3,OWN,31000.0,Dec-11,Fully Paid,other,OR,16.22,0,0.0,11,1,1,3
4500,4500,4500.0,36,8.9,142.89,A,A5,10,MORTGAGE,50700.0,Dec-11,Fully Paid,other,NC,23.43,0,0.0,11,0,0,5
18000,18000,17975.0,36,12.4,601.48,B,B4,1,OWN,75000.0,Dec-11,Fully Paid,credit_card,LA,12.51,0,0.0,11,3,3,7
12000,12000,12000.0,36,13.4,407.17,C,C1,6,RENT,40000.0,Dec-11,Fully Paid,debt_consolidation,GA,15.72,0,0.0,11,2,2,4
10000,10000,10000.0,36,13.4,339.31,C,C1,10,MORTGAGE,50000.0,Dec-11,Fully Paid,credit_card,CA,5.88,0,0.0,11,2,2,5
6000,6000,6000.0,36,7.9,187.75,A,A4,7,MORTGAGE,80000.0,Dec-11,Fully Paid,other,WI,8.87,0,0.0,11,1,1,8
12000,12000,12000.0,36,12.6,402.54,B,B5,4,RENT,40000.0,Dec-11,Fully Paid,debt_consolidation,MD,22.2,0,0.0,11,2,2,4
12000,12000,12000.0,36,8.9,381.04,A,A5,7,RENT,80000.0,Dec-11,Charged Off,other,CA,9.13,0,0.0,11,2,2,8
7000,7000,7000.0,36,11.7,231.54,B,B3,2,RENT,75000.0,Dec-11,Fully Paid,debt_consolidation,CA,15.57,0,0.0,11,1,1,7
35000,26825,26800.0,60,18.6,690.56,E,E1,8,MORTGAGE,85000.0,Dec-11,Fully Paid,debt_consolidation,IL,12.0,0,0.0,11,7,5,8
1400,1400,1400.0,36,7.9,43.81,A,A4,1,RENT,28800.0,Dec-11,Fully Paid,other,FL,10.0,0,0.0,11,0,0,2
16000,16000,16000.0,60,13.4,368.08,C,C1,10,RENT,35000.0,Dec-11,Charged Off,small_business,NC,16.22,0,0.0,11,3,3,3
3200,3200,3200.0,36,9.9,103.12,B,B1,9,RENT,61200.0,Dec-11,Fully Paid,debt_consolidation,CA,2.16,1,1.0,11,0,0,6
8000,8000,8000.0,36,7.9,250.33,A,A4,1,RENT,40000.0,Dec-11,Fully Paid,medical,CA,13.35,0,0.0,11,1,1,4
11875,11875,11875.0,60,12.6,268.32,B,B5,1,RENT,25920.0,Dec-11,Charged Off,debt_consolidation,CA,23.75,0,0.0,11,2,2,2
5000,5000,5000.0,36,6.0,152.18,A,A1,9,MORTGAGE,54000.0,Dec-11,Fully Paid,home_improvement,NJ,3.82,0,0.0,11,1,1,5
1800,1800,1800.0,36,6.6,55.27,A,A2,10,RENT,18000.0,Dec-11,Fully Paid,small_business,MI,23.8,0,0.0,11,0,0,1
35000,35000,35000.0,36,8.9,1111.37,A,A5,5,RENT,85000.0,Dec-11,Fully Paid,debt_consolidation,IL,17.73,0,0.0,11,7,7,8
18000,18000,17950.0,36,8.9,571.56,A,A5,5,RENT,78000.0,Dec-11,Fully Paid,credit_card,NY,7.0,0,0.0,11,3,3,7
14000,14000,14000.0,36,7.9,438.07,A,A4,10,OWN,45600.0,Dec-11,Charged Off,debt_consolidation,WV,19.74,0,0.0,11,2,2,4
5000,5000,5000.0,36,12.4,167.08,B,B4,2,RENT,70000.0,Dec-11,Fully Paid,debt_consolidation,TX,20.06,0,0.0,11,1,1,7
8000,8000,8000.0,36,15.9,281.1,C,C5,4,RENT,70000.0,Dec-11,Fully Paid,credit_card,IL,14.04,0,0.0,11,1,1,7
10000,10000,10000.0,36,6.0,304.36,A,A1,9,MORTGAGE,80000.0,Dec-11,Fully Paid,debt_consolidation,MA,12.99,0,0.0,11,2,2,8
10000,10000,9975.0,36,7.5,311.11,A,A3,5,RENT,50000.0,Dec-11,Fully Paid,debt_consolidation,NJ,4.63,0,0.0,11,2,1,5
12000,12000,12000.0,36,12.4,400.99,B,B4,10,MORTGAGE,35000.0,Dec-11,Fully Paid,debt_consolidation,CO,18.51,0,0.0,11,2,2,3
23200,23200,23175.0,36,7.9,725.94,A,A4,3,MORTGAGE,65000.0,Dec-11,Fully Paid,debt_consolidation,MI,27.99,0,0.0,11,4,4,6
4800,4800,4800.0,36,15.2,167.03,C,C4,10,MORTGAGE,75000.0,Dec-11,Fully Paid,debt_consolidation,WV,9.3,0,0.0,11,0,0,7
7300,7300,7300.0,36,11.7,241.46,B,B3,6,RENT,35000.0,Dec-11,Fully Paid,debt_consolidation,VA,16.42,0,0.0,11,1,1,3
10400,10400,10400.0,36,9.9,335.14,B,B1,6,RENT,40000.0,Dec-11,Fully Paid,debt_consolidation,FL,11.67,0,0.0,11,2,2,4
6600,6600,6600.0,36,9.9,212.69,B,B1,1,MORTGAGE,100000.0,Dec-11,Fully Paid,house,FL,15.53,0,0.0,11,1,1,10
12000,12000,12000.0,36,8.9,381.04,A,A5,7,OWN,40000.0,Dec-11,Fully Paid,debt_consolidation,NJ,9.45,0,0.0,11,2,2,4
13250,13250,13250.0,36,17.2,474.19,D,D3,10,RENT,52000.0,Dec-11,Fully Paid,debt_consolidation,NY,23.7,0,0.0,11,2,2,5
12000,12000,12000.0,36,11.7,396.92,B,B3,3,RENT,92500.0,Dec-11,Fully Paid,debt_consolidation,CA,15.97,0,0.0,11,2,2,9
25000,25000,25000.0,36,9.9,805.63,B,B1,9,RENT,61000.0,Dec-11,Fully Paid,debt_consolidation,CA,10.35,0,0.0,11,5,5,6
6000,6000,6000.0,36,10.6,195.44,B,B2,10,RENT,36000.0,Dec-11,Fully Paid,other,HI,14.43,0,0.0,11,1,1,3
12000,12000,12000.0,36,7.5,373.33,A,A3,10,MORTGAGE,68000.0,Dec-11,Fully Paid,credit_card,CA,7.08,0,0.0,11,2,2,6
14400,14400,14400.0,36,11.7,476.3,B,B3,1,RENT,80000.0,Dec-11,Fully Paid,credit_card,CA,16.35,0,0.0,11,2,2,8
10000,10000,10000.0,36,12.4,334.16,B,B4,10,RENT,43000.0,Dec-11,Fully Paid,credit_card,NY,11.58,0,0.0,11,2,2,4
8000,8000,8000.0,36,11.7,264.61,B,B3,1,RENT,150000.0,Dec-11,Fully Paid,credit_card,NY,2.48,0,0.0,11,1,1,15
8000,8000,8000.0,36,16.2,282.41,D,D1,5,RENT,50000.0,Dec-11,Charged Off,credit_card,NV,13.22,0,0.0,11,1,1,5
30000,30000,28673.79652,60,12.4,673.72,B,B4,3,RENT,70000.0,Dec-11,Charged Off,small_business,TX,0.94,0,0.0,11,6,5,7
18000,18000,18000.0,60,16.7,445.13,D,D2,6,OWN,40000.0,Dec-11,Charged Off,home_improvement,CA,18.42,0,0.0,11,3,3,4
13250,13250,13250.0,36,11.7,438.26,B,B3,2,OWN,35000.0,Dec-11,Fully Paid,credit_card,PA,22.35,0,0.0,11,2,2,3
14000,14000,14000.0,36,14.2,480.33,C,C2,6,RENT,80000.0,Dec-11,Fully Paid,debt_consolidation,CA,16.21,0,0.0,11,2,2,8
20000,20000,19975.0,60,20.3,533.23,E,E5,10,OWN,59000.0,Dec-11,Charged Off,debt_consolidation,AK,20.91,0,0.0,11,4,3,5
10000,10000,10000.0,36,16.2,353.01,D,D1,10,RENT,40000.0,Dec-11,Fully Paid,credit_card,NY,24.39,0,0.0,11,2,2,4
35000,23250,23200.0,60,20.3,619.88,E,E5,5,RENT,85000.0,Dec-11,Fully Paid,debt_consolidation,NJ,20.16,0,0.0,11,7,4,8
4000,4000,4000.0,36,6.0,121.75,A,A1,1,RENT,55000.0,Dec-11,Fully Paid,debt_consolidation,OR,7.05,0,0.0,11,0,0,5
13000,13000,13000.0,36,9.9,418.93,B,B1,6,RENT,110000.0,Dec-11,Fully Paid,debt_consolidation,CA,8.38,0,0.0,11,2,2,11
28000,28000,28000.0,36,12.6,939.26,B,B5,5,RENT,100000.0,Dec-11,Fully Paid,credit_card,WI,12.35,0,0.0,11,5,5,10
10000,10000,10000.0,36,13.4,339.31,C,C1,3,RENT,62000.0,Dec-11,Fully Paid,debt_consolidation,MA,11.52,0,0.0,11,2,2,6
20000,20000,20000.0,36,7.9,625.81,A,A4,1,RENT,45000.0,Dec-11,Fully Paid,debt_consolidation,GA,9.25,0,0.0,11,4,4,4
18000,18000,17950.0,36,9.9,580.05,B,B1,5,RENT,110000.0,Dec-11,Fully Paid,debt_consolidation,FL,10.0,0,0.0,11,3,3,11
9000,9000,9000.0,60,19.9,238.0,E,E4,3,RENT,60000.0,Dec-11,Charged Off,credit_card,CA,22.56,0,0.0,11,1,1,6
25000,25000,24975.0,60,18.6,643.58,E,E1,10,RENT,61500.0,Dec-11,Charged Off,debt_consolidation,NY,12.6,0,0.0,11,5,4,6
10000,10000,10000.0,36,11.7,330.76,B,B3,3,RENT,33000.0,Dec-11,Fully Paid,other,NY,8.69,0,0.0,11,2,2,3
4200,4200,4200.0,36,6.0,127.83,A,A1,3,RENT,61000.0,Dec-11,Fully Paid,credit_card,NJ,8.92,0,0.0,11,0,0,6
20000,20000,19975.0,60,15.2,478.64,C,C4,10,OWN,78216.0,Dec-11,Charged Off,debt_consolidation,CA,10.79,0,0.0,11,4,3,7
18000,18000,17975.0,60,17.2,449.97,D,D3,1,MORTGAGE,62000.0,Dec-11,Charged Off,debt_consolidation,VA,7.82,0,0.0,11,3,3,6
24000,24000,24000.0,36,16.2,847.21,D,D1,2,RENT,50964.0,Dec-11,Fully Paid,debt_consolidation,GA,8.83,0,0.0,11,4,4,5
4475,4475,4475.0,36,15.2,155.72,C,C4,3,RENT,43680.0,Dec-11,Fully Paid,credit_card,CO,18.79,0,0.0,11,0,0,4
12000,12000,12000.0,36,12.4,400.99,B,B4,5,RENT,50700.0,Dec-11,Fully Paid,credit_card,NJ,22.49,0,0.0,11,2,2,5
5000,5000,5000.0,36,12.4,167.08,B,B4,2,RENT,30000.0,Dec-11,Charged Off,debt_consolidation,SC,23.84,0,0.0,11,1,1,3
3000,3000,3000.0,36,6.0,91.31,A,A1,5,RENT,50000.0,Dec-11,Fully Paid,other,VA,5.5,0,0.0,11,0,0,5
12000,12000,12000.0,36,9.9,386.7,B,B1,10,RENT,55000.0,Dec-11,Charged Off,debt_consolidation,RI,13.0,0,0.0,11,2,2,5
20000,20000,20000.0,36,15.2,695.96,C,C4,10,MORTGAGE,50000.0,Dec-11,Fully Paid,other,MA,4.34,0,0.0,11,4,4,5
10000,10000,10000.0,36,13.4,339.31,C,C1,3,RENT,84000.0,Dec-11,Fully Paid,debt_consolidation,CA,13.87,0,0.0,11,2,2,8
15000,15000,15000.0,36,12.4,501.23,B,B4,6,OWN,155000.0,Dec-11,Fully Paid,debt_consolidation,GA,17.85,0,0.0,11,3,3,15
12000,12000,12000.0,36,7.9,375.49,A,A4,1,MORTGAGE,62000.0,Dec-11,Fully Paid,debt_consolidation,MD,8.71,0,0.0,11,2,2,6
6300,6300,6300.0,36,11.7,208.38,B,B3,2,RENT,30000.0,Dec-11,Fully Paid,credit_card,NY,7.2,0,0.0,11,1,1,3
35000,23150,21739.74813,60,17.2,578.71,D,D3,8,MORTGAGE,208000.0,Dec-11,Fully Paid,debt_consolidation,MD,7.94,0,0.0,11,7,4,20
8250,8250,8086.748004000001,60,15.9,200.45,C,C5,2,MORTGAGE,35004.0,Dec-11,Fully Paid,home_improvement,NY,15.6,0,0.0,11,1,1,3
10000,10000,10000.0,36,11.7,330.76,B,B3,5,RENT,32000.0,Dec-11,Charged Off,credit_card,FL,21.83,0,0.0,11,2,2,3
24000,24000,24000.0,36,8.9,762.08,A,A5,10,MORTGAGE,116400.0,Dec-11,Charged Off,car,FL,3.94,0,0.0,11,4,4,11
14400,14400,14400.0,36,12.6,483.05,B,B5,9,MORTGAGE,40000.0,Dec-11,Fully Paid,debt_consolidation,IL,20.16,0,0.0,11,2,2,4
6000,6000,6000.0,36,14.6,206.97,C,C3,7,RENT,34000.0,Dec-11,Fully Paid,credit_card,MD,21.39,0,0.0,11,1,1,3
22000,22000,21975.0,36,15.9,773.03,C,C5,5,MORTGAGE,73000.0,Dec-11,Fully Paid,debt_consolidation,IL,22.47,0,0.0,11,4,4,7
12000,12000,12000.0,36,11.7,396.92,B,B3,10,RENT,57200.0,Dec-11,Charged Off,debt_consolidation,MA,16.36,0,0.0,11,2,2,5
16000,16000,16000.0,36,16.7,568.62,D,D2,1,MORTGAGE,114000.0,Dec-11,Fully Paid,debt_consolidation,MO,17.2,0,0.0,11,3,3,11
10000,10000,10000.0,36,10.6,325.74,B,B2,10,MORTGAGE,90000.0,Dec-11,Fully Paid,debt_consolidation,NY,11.16,0,0.0,11,2,2,9
16000,11625,11368.73446,60,19.0,301.76,E,E2,8,MORTGAGE,54000.0,Dec-11,Fully Paid,home_improvement,NC,16.89,0,0.0,11,3,2,5
10000,10000,10000.0,36,12.6,335.45,B,B5,2,RENT,35000.0,Dec-11,Charged Off,debt_consolidation,KY,12.03,0,0.0,11,2,2,3
3500,3500,3500.0,36,13.4,118.76,C,C1,7,RENT,56000.0,Dec-11,Fully Paid,debt_consolidation,FL,10.35,0,0.0,11,0,0,5
9600,9600,9600.0,36,9.9,309.36,B,B1,5,RENT,35000.0,Dec-11,Fully Paid,debt_consolidation,NC,16.49,0,0.0,11,1,1,3
9875,9875,9875.0,36,7.9,309.0,A,A4,10,MORTGAGE,40000.0,Dec-11,Fully Paid,debt_consolidation,NY,24.03,0,0.0,11,1,1,4
21500,16975,15953.42639,60,17.5,427.19,D,D4,2,OWN,59000.0,Dec-11,Fully Paid,debt_consolidation,MO,22.86,0,0.0,11,4,3,5
4800,4800,4800.0,36,7.9,150.2,A,A4,6,RENT,48000.0,Dec-11,Fully Paid,debt_consolidation,FL,13.0,0,0.0,11,0,0,4
7800,7800,7800.0,36,6.0,237.4,A,A1,10,OWN,85000.0,Dec-11,Fully Paid,major_purchase,NV,0.78,0,0.0,11,1,1,8
20000,20000,20000.0,36,14.2,686.18,C,C2,10,MORTGAGE,70000.0,Dec-11,Fully Paid,credit_card,TX,6.21,0,0.0,11,4,4,7
9750,9750,9750.0,36,7.5,303.34,A,A3,4,RENT,35000.0,Dec-11,Charged Off,debt_consolidation,HI,29.04,0,0.0,11,1,1,3
18000,15050,14773.45751,60,15.9,365.67,C,C5,6,MORTGAGE,91000.0,Dec-11,Fully Paid,credit_card,VA,23.41,0,0.0,11,3,2,9
5000,5000,5000.0,36,6.0,152.18,A,A1,9,MORTGAGE,30000.0,Dec-11,Fully Paid,other,CA,16.48,0,0.0,11,1,1,3
9000,9000,9000.0,36,14.6,310.45,C,C3,4,RENT,45000.0,Dec-11,Fully Paid,debt_consolidation,NY,17.01,1,1.0,11,1,1,4
7200,7200,7175.0,36,7.9,225.29,A,A4,1,RENT,55000.0,Dec-11,Fully Paid,debt_consolidation,FL,11.98,0,0.0,11,1,1,5
25000,25000,23505.293840000002,60,19.4,654.31,E,E3,10,RENT,60000.0,Dec-11,Charged Off,credit_card,CA,20.04,0,0.0,11,5,4,6
25000,25000,25000.0,36,15.2,869.95,C,C4,8,OWN,82000.0,Dec-11,Fully Paid,debt_consolidation,CA,18.5,0,0.0,11,5,5,8
10000,10000,10000.0,36,15.9,351.38,C,C5,10,RENT,53000.0,Dec-11,Fully Paid,debt_consolidation,CA,13.09,0,0.0,11,2,2,5
8875,8875,8875.0,36,12.6,297.72,B,B5,5,MORTGAGE,35360.0,Dec-11,Charged Off,debt_consolidation,PA,23.11,0,0.0,11,1,1,3
15550,15550,15525.0,36,11.7,514.34,B,B3,10,RENT,54000.0,Dec-11,Fully Paid,debt_consolidation,FL,23.36,0,0.0,11,3,3,5
7500,7500,7475.0,36,12.6,251.59,B,B5,5,RENT,65000.0,Dec-11,Fully Paid,credit_card,CA,4.41,0,0.0,11,1,1,6
8875,8875,8875.0,36,8.9,281.81,A,A5,6,OWN,28800.0,Dec-11,Fully Paid,debt_consolidation,CA,24.29,0,0.0,11,1,1,2
4500,4500,4500.0,36,17.2,161.05,D,D3,1,RENT,42000.0,Dec-11,Fully Paid,credit_card,OH,4.34,0,0.0,11,0,0,4
5800,5800,5800.0,36,12.4,193.81,B,B4,3,RENT,36000.0,Dec-11,Fully Paid,debt_consolidation,TX,21.67,0,0.0,11,1,1,3
10000,10000,10000.0,36,11.7,330.76,B,B3,2,RENT,40000.0,Dec-11,Fully Paid,debt_consolidation,NJ,22.26,0,0.0,11,2,2,4
10000,10000,10000.0,36,9.9,322.25,B,B1,4,RENT,50000.0,Dec-11,Fully Paid,credit_card,GA,19.06,0,0.0,11,2,2,5
